CRN,COURSE,COLL,CRED,DELIVERY,TITLE,PROFS,TERM,TIMEBLOCK,ROOM
53192,NURS 306:11,SC,3,In-Person,Adv Nurs Leadership/Practice,"Purvis, Janet",1ST,X2/Z2,"IM114 ,"
53727,NURS 306:12,SC,3,In-Person,Adv Nurs Leadership/Practice,"URS -TBA, N",1ST,U1/Z1,"IM114 ,"
53728,NURS 306:13,SC,3,In-Person,Adv Nurs Leadership/Practice,"URS -TBA, N",1ST,U7/X7,"IM114 ,"
53193,NURS 307:11,SC,3,In-Person,Health & Nurs Therapeutics II,"Purvis, Janet",1ST,O2/U2,"IM114 ,"
53729,NURS 307:12,SC,3,In-Person,Health & Nurs Therapeutics II,"Helpard, Heather",1ST,W7/Z4,"IM114 ,"
53730,NURS 307:13,SC,3,In-Person,Health & Nurs Therapeutics II,"Purvis, Janet",1ST,U1/Z7,"IM114 ,"
53194,NURS 307L:11,SC,0,In-Person,NURS 307 Lab,"Dunbar, Felicia; Cabrera, Donna",1ST,O4/W5,MSBC117
53731,NURS 307L:12,SC,0,In-Person,NURS 307 Lab,"Dunbar, Felicia; Cabrera, Donna",1ST,O1/W2,MSBC117
53732,NURS 307L:13,SC,0,In-Person,NURS 307 Lab,"Dunbar, Felicia; Cabrera, Donna",1ST,O7/W8,MSBC117
53195,NURS 308:11,SC,6,Online-Scheduled Delivery,Physical & Mental Illness,"Briand, Karen",1ST,B2/B8/C2/C8/K6/L6,
53733,NURS 308:12,SC,6,Online-Scheduled Delivery,Physical & Mental Illness,"Alex, Marion",1ST,A4/B5/B8/C1/C5/C8,
53734,NURS 308:13,SC,6,Online-Scheduled Delivery,Physical & Mental Illness,"Arnott, Marie",1ST,A2/A4/B2/C1/C2/L1,
55732,NURS 308:72N,SC,6,Distance Nursing,Physical & Mental Illness,"Whitty-Rogers, Joanne; Briand, Karen",2ND,TBA,Distance
53229,NURS 309:11,SC,3,Online-Scheduled Delivery,Nursing Roles & Practices III,"Briand, Karen",1ST,U1/U4/U7/W1/W4/W7/X1/X4/X7/Z1/Z4/Z7,
54140,NURS 309:12,SC,3,Online-Scheduled Delivery,Nursing Roles & Practices III,"Connolly, Daphne",1ST,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,
54148,NURS 309:13,SC,3,Online-Scheduled Delivery,Nursing Roles & Practices III,"MacDonnell, Amy",1ST,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,
55693,NURS 330:76,SC,6,Distance Nursing,Legal & Ethical Issues,,N,TBA,Distance
53225,NURS 332:21,SC,3,,Multi-System Health Challenges,,2ND,X5/Z2,MSBM147
53735,NURS 332:22,SC,3,,Multi-System Health Challenges,,2ND,U7/X7,MSBS225
53736,NURS 332:23,SC,3,,Multi-System Health Challenges,,2ND,U1/W8,"MSBM147 , MSBC117"
53226,NURS 332L:21,SC,0,,NURS 332 Lab,,2ND,O7/W8,MSBM138
53307,NURS 332L:22,SC,0,,NURS 332 Lab,,2ND,O4/W5,MSBM138
53737,NURS 332L:23,SC,0,,NURS 332 Lab,,2ND,O1/W2,MSBM138
53227,NURS 333:21,SC,6,,Physical Health II,,2ND,B2/B3/C2/C6/L3/L5,MSBM147
53741,NURS 333:22,SC,6,,Physical Health II,,2ND,B2/C2/K4/L4,MSBS225
53742,NURS 333:23,SC,6,,Physical Health II,,2ND,A2/A4/C1/K7/L1/L7,"MSBS225 , MSBM147 , MSBC117"
53231,NURS 334:21,SC,3,,Nursing Roles & Practices IV,,2ND,U1/U4/U7/W1/W4/W7/X1/X4/X7/Z1/Z4/Z7,
54141,NURS 334:22,SC,3,,Nursing Roles & Practices IV,,2ND,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,
54142,NURS 334:23,SC,3,,Nursing Roles & Practices IV,,2ND,O2/O5/O8/U2/U5/U8/X2/X5/X8/Z2/Z5/Z8,
54614,NURS 364:20,SC,3,,Social Justice & Health,,2ND,U8/Z8,MSBC117
54449,NURS 406:11,SC,3,Online-Scheduled Delivery,Professional Role Transition,"Alex, Marion",1ST,B1/W8/X4,
54450,NURS 406:12,SC,3,Online-Scheduled Delivery,Professional Role Transition,"URS -TBA, N",1ST,K6/W2/Z1,
54451,NURS 408:11,SC,3,Online-Scheduled Delivery,Adv Population & Public Health,"Lukeman, Sionnach",1ST,C1/W5/Z4,
54452,NURS 408:12,SC,3,Online-Scheduled Delivery,Adv Population & Public Health,"URS -TBA, N",1ST,C6/O1/Z1,
54453,NURS 409:11,SC,6,Online-Scheduled Delivery,Nursing Roles & Practices V,"Briand, Karen",1ST,TBA,
54454,NURS 409:12,SC,6,Online-Scheduled Delivery,Nursing Roles & Practices V,"URS -TBA, N",1ST,TBA,
55840,NURS 415:74,SC,3,Distance Nursing,Nursing Adults II,,E,TBA,Distance
55678,NURS 415:75,SC,3,Distance Nursing,Nursing Adults II,"Heighton, Andrew",E,TBA,Distance
55676,NURS 415:76,SC,3,Distance Nursing,Nursing Adults II,"Bowen, Donna",E,TBA,Distance
55677,NURS 415:79,SC,3,Distance Nursing,Nursing Adults II,"Mbugua, Joyce",E,TBA,Distance
53253,NURS 433:20,SC,3,,Policy for Health-Strategies,,2ND,E5,MSBC117
54198,NURS 440:10A,SC,15,Online-Scheduled Delivery,Transition to Nursing Practice,"Cabrera, Donna; Fraser, Yvonne",1ST,TBA,
54455,NURS 440:21,SC,15,,Transition to Nursing Practice,,2ND,TBA,
54456,NURS 440:22,SC,15,,Transition to Nursing Practice,,2ND,TBA,
54352,NURS 480:20,SC,3,,ST: Epidemiology Methods,,2ND,TBA,
54351,NURS 481:20,SC,3,,ST: Mental Health Nursing,,2ND,TBA,
55708,NURS 483:71,SC,3,Distance Nursing,Palliative Care,"Vandewater, Debb",9,TBA,Distance
55738,NURS 486:11,SC,3,Distance Nursing,Int'l Health & Development,,1ST,TBA,Distance
55767,NURS 487:11,SC,3,Distance Nursing,Directed Study DAL/CBU-MOU,"Allen, Fred",1ST,TBA,Distance
55768,NURS 487:12,SC,3,Distance Nursing,Directed Study DAL/CBU-MOU,"Allen, Fred",1ST,TBA,Distance
55769,NURS 487:13,SC,3,Distance Nursing,Directed Study DAL/CBU-MOU,"Allen, Fred",1ST,TBA,Distance
55770,NURS 487:14,SC,3,Distance Nursing,Directed Study DAL/CBU-MOU,"Allen, Fred",1ST,TBA,Distance
55771,NURS 487:15,SC,3,Distance Nursing,Directed Study DAL/CBU-MOU,"Allen, Fred",1ST,TBA,Distance
55772,NURS 487:16,SC,3,Distance Nursing,Directed Study DAL/CBU-MOU,"Allen, Fred",1ST,TBA,Distance
55773,NURS 487:17,SC,3,Distance Nursing,ST: Public Health Nursing,"Lukeman, Sionnach",1ST,TBA,Distance
55680,NURS 488:71,SC,3,Distance Nursing,Challenges in Aging,"Daye, D'Arcy (Mickey)",E,TBA,Distance
55843,NURS 494:74,SC,3,Distance Nursing,Leadership & Management in NUR,"MacDonald, Carla",N,TBA,Distance
55726,NURS 494:75,SC,3,Distance Nursing,Leadership & Management in NUR,"Wilson, Susan",N,TBA,Distance
55694,NURS 494:76,SC,3,Distance Nursing,Leadership & Management in NUR,"MacDonald, Carla",N,TBA,Distance
55810,NURS 494:79,SC,3,Distance Nursing,Leadership & Management in NUR,"Gregory, Connie",N,TBA,Distance
54372,NURS 495:21,SC,3,,ST: Acute Care,,2ND,TBA,
55723,NURS 495:71,SC,3,Distance Nursing,ST: Forensic Nursing I,"Wilson, Susan",9,TBA,Distance
51441,NURS 496:00,SC,0,In-Person,Senior Honours Seminar,"Benoit, Britney; Halperin, Donna",FULL,TBA,
44198,NURS 498:00,SC,3,In-Person,Honours Thesis,"Benoit, Britney; Halperin, Donna",FULL,TBA,
50831,NURS 499:00,SC,3,In-Person,Adv Major Study & Practice,"Lukeman, Sionnach; Halperin, Donna",FULL,TBA,
53045,PGOV 101:10,AR,3,In-Person,Public Policy & Governance,"Lajeunesse, Adam; Kikkert, Peter",1ST,W7/W8,SCHW110
54518,PGOV 101:20,AR,3,,Public Policy & Governance,"Lajeunesse, Adam; Kikkert, Peter",2ND,W7/W8,MULH4030
53046,PGOV 201:10,AR,3,In-Person,Public Policy,"Kikkert, Peter",1ST,Z1/Z2,MULH2032
53047,PGOV 202:20,AR,3,,Governance,"Clancy, Peter",2ND,Z1/Z2,MULH4034
53575,PGOV 302:20,AR,3,,Public Management,"Lajeunesse, Adam",2ND,U7/U8,MULH3022
55280,PGOV 304:10,AR,3,In-Person,Research Design,"Allen, Nathan",1ST,X4/X5,MULH2034
55285,PGOV 307:10,AR,3,In-Person,Intro to Science Policy,"Isnor, Richard",1ST,O7/O8,MULH3022
55282,PGOV 402:20,AR,3,,Senior Seminar,"Lajeunesse, Adam",2ND,X7/Z7,NT612
55283,PGOV 451:10,AR,3,In-Person,Internship,"Stan, Lavinia",1ST,TBA,
55284,PGOV 490:00,AR,6,In-Person,Honours Thesis,"Stan, Lavinia",FULL,TBA,
46734,PHIL 100:11H,AR,6,In-Person,Intro Philosophy,"Groarke, Louis",FULL,C4/C5/C6,MULH3034
43682,PHIL 100:12,AR,6,In-Person,Intro Philosophy,"Baldner, Steven",FULL,C1/C2/C3,KC2020-21
46735,PHIL 100:13,AR,6,Online-Scheduled Delivery,Intro Philosophy,"Neels, Richard",FULL,B4/B5/B6,
53745,PHIL 100:14,AR,6,In-Person,Intro Philosophy,"Szlachta, Michael",FULL,B1/B2/B3,MULH4030
55348,PHIL 100:15,AR,6,In-Person,Intro Philosophy,"Neels, Richard",FULL,K1/K2/K3,MULH4030
52239,PHIL 135:20,AR,3,,Healthcare Ethics,"Neels, Richard",2ND,W7/W8,MULH2030
51786,PHIL 201:10,AR,3,In-Person,Ancient & Medieval Thought,"Groarke, Louis",1ST,Z7/Z8,MULH2034
52198,PHIL 202:20,AR,3,,Modern Political Thought,"McKinnell, Ryan",2ND,Z7/Z8,MULH3034
51783,PHIL 213:20,AR,3,,Philosophy of Science,"Baldner, Steven",2ND,B4/B5/B6,MULH4022
55349,PHIL 231:10,AR,3,In-Person,Human Nature I,"Szlachta, Michael",1ST,A4/A5/A6,SCHW414
52649,PHIL 245:11,AR,3,In-Person,Philosophy of Religion,"Baldner, Steven",1ST,B4/B5/B6,MULH3034
55824,PHIL 245:12,AR,3,Online-Scheduled Delivery,Philosophy of Religion,"Baldner, Steven",1ST,B4/B5/B6,
47461,PHIL 251:10,AR,3,In-Person,Critical Thinking,"Szlachta, Michael",1ST,C4/C5/C6,PS1072
42539,PHIL 331:10,AR,3,In-Person,Ethical Theories,"Groarke, Louis",1ST,W7/W8,MULH4032
55350,PHIL 333:20,AR,3,,Environmental Ethics,"Szlachta, Michael",2ND,Z7/Z8,MULH4034
53744,PHIL 335:20,AR,3,,Ethics in Health & Medicine,"Sweet, William",2ND,B4/B5/B6,MULH2030
55351,PHIL 351:10,AR,3,In-Person,Socrates and Plato,"Neels, Richard",1ST,Z7/Z8,MULH3030
55352,PHIL 352:20,AR,3,,Aristotle,"Groarke, Louis",2ND,Z7/Z8,MULH4032
55353,PHIL 365:10,AR,3,In-Person,The Rationalists,"Baldner, Steven",1ST,Z1/Z2,MULH4034
55354,PHIL 366:20,AR,3,,The Empiricists,"Szlachta, Michael",2ND,Z1/Z2,MULH3022
55720,PHIL 391:10,AR,3,In-Person,"Mind, Language, and Logic","Sweet, William",1ST,O7/O8,MULH4022
55356,PHIL 452:20,AR,3,,"Ethics, Politics & the Law II","Sweet, William",2ND,U7/U8,NT612
55719,PHIL 461:10,AR,3,In-Person,Metaphysics & Epistemology I,"Sweet, William",1ST,O7/O8,MULH4022
44789,PHIL 489:20,AR,3,,Honours Thesis,"Sweet, William",2ND,TBA,
52803,PHYS 101:10,SC,3,In-Person,Life and Health Sciences I,"Tasneem, Nafisa",1ST,D1/D2/D3,SCHW110
52804,PHYS 101L:11,SC,0,In-Person,PHYS 101 Lab,"Tasneem, Nafisa",1ST,O7/W8,PS3046
52805,PHYS 101L:12,SC,0,In-Person,PHYS 101 Lab,"Ahmed, Hossain",1ST,U8/Z8,PS3046
52806,PHYS 102:20,SC,3,,Life and Health Sciences II,"Adams, Carl",2ND,B4/B5/B6,PS1072
52807,PHYS 102L:21,SC,0,,PHYS 102 Lab,"Adams, Carl",2ND,O7/W8,PS3046
52808,PHYS 102L:22,SC,0,,PHYS 102 Lab,"Adams, Carl",2ND,U8/Z8,PS3046
52809,PHYS 121:11,SC,3,In-Person,Physical Sciences & ENGR I,"Poole, Peter",1ST,C4/C5/C6,SNP100
55774,PHYS 121:12,SC,3,In-Person,Physical Sciences & ENGR I,"HYS - TBA, P",1ST,E1/E2/E3,SNP100
52810,PHYS 121L:11,SC,0,In-Person,PHYS 121 Lab,"Adams, Carl",1ST,U7/W7,PS3046
52811,PHYS 121L:12,SC,0,In-Person,PHYS 121 Lab,"Poole, Peter",1ST,X7/Z7,PS3046
52812,PHYS 122:20,SC,3,,Physical Sciences & ENGR II,"Le Bris, Karine",2ND,C4/C5/C6,MULH2070
52813,PHYS 122L:21,SC,0,,PHYS 122 Lab,"Le Bris, Karine",2ND,U7/W7,PS3046
52814,PHYS 122L:22,SC,0,,PHYS 122 Lab,"Poole, Peter",2ND,X7/Z7,PS3046
47715,PHYS 171:10,SC,3,In-Person,Intro to Astronomy I,"Marzlin, Peter",1ST,W7/W8,MULH2030
47716,PHYS 172:20,SC,3,,Intro to Astronomy II,"Poole, Peter",2ND,W7/W8,MULH3026
44432,PHYS 201:20,SC,3,,Relativity & Quantum Physics,"Ahmed, Hossain",2ND,C1/C2/C3,PS3046
44424,PHYS 201L:20,SC,0,,PHYS 201 Lab,"Ahmed, Hossain",2ND,U8/Z8,PS1023
55406,PHYS 202:20,SC,3,,Relativity & Quantum Mechanics,"Marzlin, Peter",2ND,B4/B5/B6,MULH3022
47052,PHYS 221:10,SC,3,In-Person,Electric Circuits,"Comeau, Frank",1ST,C6/K1/K2,PS3034
40457,PHYS 221L:11,SC,0,In-Person,PHYS 221 Lab,"Trimboli, Maxine",1ST,O7/W8,KC2022
51560,PHYS 221L:12,SC,0,In-Person,PHYS 221 Lab,"Trimboli, Maxine",1ST,U8/Z8,KC2022
50547,PHYS 223:20,SC,3,,Digital Electronics,"Comeau, Frank",2ND,B3/C3/R5,"PS3034 , PS3035"
50549,PHYS 223L:20,SC,0,,PHYS 223 Lab,"Trimboli, Maxine",2ND,O7/W8,PS1079
52799,PHYS 241:20,SC,3,,Mathematical Physics,"Le Bris, Karine",2ND,A4/A5/A6,PS3046
52800,PHYS 242:10,SC,3,In-Person,Classical Dynamics I,"Poole, Peter",1ST,C1/C2/C3,MULH3024
52269,PHYS 246:20,SC,3,,Circuit Analysis,"Comeau, Frank",2ND,K1/K2/K3,"PS3034 , PS3035"
52270,PHYS 246L:20,SC,0,,PHYS 246 Lab,"Comeau, Frank",2ND,C9/K9,PS1079
55405,PHYS 271:10,SC,3,In-Person,Astronomy: Solar System,"Le Bris, Karine",1ST,A4/A5/A6,MULH3026
54836,PHYS 302:10,SC,3,In-Person,Properties of Matter,"Adams, Carl",1ST,L1/L2/L3,CO242
54837,PHYS 302L:10,SC,0,In-Person,PHYS 302 Lab,"Adams, Carl",1ST,X7/Z7,PS1023
55398,PHYS 303:10,SC,3,In-Person,Subatomic Physics & Cosmology,"Ahmed, Hossain",1ST,L4/L5/L6,SCHW290
55399,PHYS 323:20,SC,3,,Electronics,"Adams, Carl",2ND,A1/A2/A3,CO242
55400,PHYS 323L:20,SC,0,,PHYS 323 Lab,"Adams, Carl",2ND,U7/W7,PS1079
55401,PHYS 325:10,SC,3,In-Person,Optics,"Le Bris, Karine",1ST,K4/K5/K6,PS3046
55402,PHYS 325L:10,SC,0,In-Person,PHYS 325 Lab,"Le Bris, Karine",1ST,U7/W7,PS1067
55403,PHYS 343:10,SC,3,In-Person,Quantum Mechanics I,"Marzlin, Peter",1ST,A1/A2/A3,SCHW289
55404,PHYS 443:20,SC,3,,Quantum Mechanics II,"Marzlin, Peter",2ND,K1/K2/K3,SCHW290
55407,PHYS 474:20,SC,3,,Computational Physics,"Poole, Peter",2ND,C4/C5/C6,PS1096
55408,PHYS 474L:20,SC,0,,PHYS 474 Lab,"Poole, Peter",2ND,X4/X5,PS1096
51420,PHYS 491:00,SC,0,In-Person,Physics Seminar,"Marzlin, Peter",FULL,X8,PS3046
49360,PHYS 493:00,SC,3,Online-Scheduled Delivery,Honours Thesis,"Marzlin, Peter",FULL,R4,
52737,PSCI 101:11,AR,3,In-Person,Intro to Politics and Power,"McKinnell, Ryan",1ST,B1/B2/B3,GM001
52739,PSCI 101:12,AR,3,In-Person,Intro to Politics and Power,"Graham, Daniel (Glenn)",1ST,L1/L2/L3,MSBS225
52741,PSCI 101:13,AR,3,Online-Scheduled Delivery,Intro to Politics and Power,"Bickerton, James",1ST,C1/C2/C3,
52743,PSCI 101:14,AR,3,Online-Scheduled Delivery,Intro to Politics and Power,"Grenier, Yvon",1ST,O4/O5,
53577,PSCI 101:15,AR,3,In-Person,Intro to Politics and Power,"McKinnell, Ryan",1ST,W4/W5,MULH3022
52738,PSCI 102:21,AR,3,,Comparative & Global Politics,"SCI-TBA, P",2ND,B1/B2/B3,MULH2034
52740,PSCI 102:22,AR,3,,Comparative & Global Politics,"Allen, Nathan",2ND,L1/L2/L3,MULH2034
52742,PSCI 102:23,AR,3,,Comparative & Global Politics,"Cho, Youngwon",2ND,C1/C2/C3,MULH2034
52744,PSCI 102:24,AR,3,,Comparative & Global Politics,"Levin, Jamie",2ND,O4/O5,MULH2034
53578,PSCI 102:25,AR,3,,Comparative & Global Politics,"Stan, Lavinia",2ND,W4/W5,MULH2034
51793,PSCI 201:10,AR,3,In-Person,Ancient & Medieval Thoughts,"Groarke, Louis",1ST,Z7/Z8,MULH2034
52136,PSCI 202:20,AR,3,,Modern Political Thought,"McKinnell, Ryan",2ND,Z7/Z8,MULH3034
48110,PSCI 211:10,AR,3,In-Person,Comparative Politics I,"Stan, Lavinia",1ST,Z4/Z5,SCHW215
48111,PSCI 212:20,AR,3,,Comparative Politics II,"Grenier, Yvon",2ND,Z4/Z5,MULH3034
48112,PSCI 221:10,AR,3,In-Person,Cdn. Structures & Institutions,"Graham, Daniel (Glenn)",1ST,U4/U5,SCHW110
48113,PSCI 222:20,AR,3,,Cdn. Political Process,"Bickerton, James",2ND,U4/U5,MULH3034
55538,PSCI 231:10,AR,3,In-Person,American Politics,"Allen, Nathan",1ST,U7/U8,MULH2032
55539,PSCI 241:20,AR,3,,Business and Government,"Graham, Daniel (Glenn)",2ND,O4/O5,CO120
52637,PSCI 251:10,AR,3,Online-Scheduled Delivery,Foundations of Global Politics,"Levin, Jamie",1ST,W7/W8,
52638,PSCI 252:20,AR,3,,Contemporary Global Politics,"Cho, Youngwon",2ND,W7/W8,MULH3034
55540,PSCI 291:20,AR,3,,"Violence, Conflict & Politics","Grenier, Yvon",2ND,U7/U8,MULH4030
55544,PSCI 301:10,AR,3,In-Person,Liberalism & Its Critics,"McKinnell, Ryan",1ST,M1/M2,MULH3026
55545,PSCI 303:20,AR,3,,Contemp Political Arguments,"McKinnell, Ryan",2ND,Z4/Z5,MULH4034
55560,PSCI 308:10,AR,3,In-Person,Global Justice,"Daoust, Gabrielle",1ST,W7/W8,MULH4030
55546,PSCI 312:10,AR,3,Online-Scheduled Delivery,Art & Politics,"Grenier, Yvon",1ST,Z4/Z5,
55548,PSCI 315:20,AR,3,,Democratization Around World,"Allen, Nathan",2ND,U4/U5,MULH4032
55549,PSCI 323:10,AR,3,In-Person,Parties & Elections,"Bickerton, James",1ST,O4/O5,MULH4030
55550,PSCI 325:20,AR,3,,Indigenous Politics in Canada,"Bickerton, James",2ND,Z1/Z2,MULH3026
55551,PSCI 331:20,AR,3,,Comparative Nationalism,"Graham, Daniel (Glenn)",2ND,O1/O2,MULH3022
52626,PSCI 335:10,AR,3,In-Person,Human Rights & Intern. Justice,"Stan, Lavinia",1ST,Z1/Z2,SCHW152
55652,PSCI 336:66,AR,3,Distance (Other),Religion and Politics,"Stan, Lavinia",1ST,TBA,Online
55552,PSCI 344:20,AR,3,,Citizenship & Identity,"McKinnell, Ryan",2ND,O4/O5,MULH3022
55654,PSCI 345:66,AR,3,,Women & Politics,"Stan, Lavinia",2ND,TBA,Online
55541,PSCI 352:20,AR,3,,American Foreign Policy,"Abelson, Donald",2ND,W4/W5,MULH3026
55775,PSCI 354:20,AR,3,,Global Political Economy,"Cho, Youngwon",2ND,O4/O5,
55777,PSCI 355:10,AR,3,In-Person,Global Issues,"Daoust, Gabrielle",1ST,W4/W5,SCHW152
55557,PSCI 357:20,AR,3,,Model United Nations,"Cho, Youngwon",2ND,E4,MULH3024
55486,PSCI 358:10,AR,3,Online-Scheduled Delivery,International Security,"Levin, Jamie",1ST,J1/J2,
55558,PSCI 365:20,AR,3,,Russian Politics,"Stan, Lavinia",2ND,W7/W8,CO242
55559,PSCI 389:10,AR,3,In-Person,ST: Pol Comm & Marketing,"Graham, Daniel (Glenn)",1ST,U1/U2,PS1072
55281,PSCI 397:10,AR,3,In-Person,Research Design,"Allen, Nathan",1ST,X4/X5,MULH2034
52125,PSCI 421:10,AR,3,In-Person,Canadian Politics Seminar,"Bickerton, James",1ST,X7/Z7,MULH3024
55542,PSCI 451:20,AR,3,,Int'l Relations Seminar,"Levin, Jamie",2ND,U8/Z8,IM113
55543,PSCI 452:10,AR,3,In-Person,Seminar: Comparative Politics,"Grenier, Yvon",1ST,U8/Z8,MULH3026
45673,PSCI 490:00,AR,6,In-Person,Thesis,"Cho, Youngwon",FULL,TBA,
54530,PSYC 101:11,AR,3,Online-Scheduled Delivery,Intro to Psychology I,"Soggie, Neil",1ST,U7/U8,
54534,PSYC 101:12,AR,3,In-Person,Intro to Psychology I,"Callaghan, Tara",1ST,U1/U2,MULH2070
54536,PSYC 101:13,AR,3,Online-Scheduled Delivery,Intro to Psychology I,"Soggie, Neil",1ST,W7/W8,
54538,PSYC 101:14,AR,3,Online-Scheduled Delivery,Intro to Psychology I,"Soggie, Neil",1ST,W4/W5,
54540,PSYC 101:15,AR,3,In-Person,Intro to Psychology I,"Wright, Ted",1ST,Z7/Z8,MSBS225
54531,PSYC 102:21,AR,3,,Intro to Psychology II,"Soggie, Neil",2ND,U7/U8,BB237
54535,PSYC 102:22,AR,3,,Intro to Psychology II,"Husk, Jesse",2ND,U1/U2,MULH2070
54537,PSYC 102:23,AR,3,,Intro to Psychology II,"Weaver, Angela",2ND,W7/W8,BB237
54539,PSYC 102:24,AR,3,,Intro to Psychology II,"Soggie, Neil",2ND,W4/W5,BB237
54541,PSYC 102:25,AR,3,,Intro to Psychology II,"Soggie, Neil",2ND,Z7/Z8,BB237
51820,PSYC 155:11,AR,3,In-Person,Intro Psychology for Nursing,"Thompson, Kara",1ST,X4/X5,SCHW110
52864,PSYC 155:12,AR,3,In-Person,Intro Psychology for Nursing,"Thompson, Kara",1ST,U1/U2,MSBS225
53675,PSYC 210:00,AR,6,In-Person,Learning,"Husk, Jesse",FULL,U4/U5,MULH4034
53676,PSYC 210L:11,AR,0,In-Person,PSYC 210 Lab,"Overmars, Janea",FULL,A7,SCHW252
53677,PSYC 210L:12,AR,0,In-Person,PSYC 210 Lab,"Overmars, Janea",FULL,K7,SCHW252
53678,PSYC 210L:13,AR,0,In-Person,PSYC 210 Lab,"Overmars, Janea",FULL,L7,SCHW252
46972,PSYC 220:00,AR,6,In-Person,Cognitive Psychology,"McCormick, Peter",FULL,W7/W8,MULH2032
48387,PSYC 220L:11,AR,0,Online-Scheduled Delivery,PSYC 220 Lab,"McCormick, Peter; McInnis, Rhonda",FULL,A2,
48388,PSYC 220L:12,AR,0,Online-Scheduled Delivery,PSYC 220 Lab,"McCormick, Peter; McInnis, Rhonda",FULL,L1,
48389,PSYC 220L:13,AR,0,Online-Scheduled Delivery,PSYC 220 Lab,"McCormick, Peter; McInnis, Rhonda",FULL,K4,
49372,PSYC 225:00,AR,6,In-Person,Sensation & Perception,"Austen, Erin",FULL,W4/W5,MULH4034
50041,PSYC 225L:11,AR,0,Online-Scheduled Delivery,PSYC 225 Lab,"Austen, Erin; McInnis, Rhonda",FULL,C2,
50042,PSYC 225L:12,AR,0,Online-Scheduled Delivery,PSYC 225 Lab,"Austen, Erin; McInnis, Rhonda",FULL,K2,
50043,PSYC 225L:13,AR,0,Online-Scheduled Delivery,PSYC 225 Lab,"Austen, Erin; McInnis, Rhonda",FULL,B2,
46974,PSYC 230:00,AR,6,In-Person,Brain & Behavior,"McKenna, John",FULL,O1/O2,MULH4034
41339,PSYC 230L:11,AR,0,Online-Scheduled Delivery,PSYC 230 Lab,"McKenna, John; McInnis, Rhonda",FULL,A1,
41340,PSYC 230L:12,AR,0,Online-Scheduled Delivery,PSYC 230 Lab,"McKenna, John; McInnis, Rhonda",FULL,A4,
49556,PSYC 230L:13,AR,0,Online-Scheduled Delivery,PSYC 230 Lab,"McKenna, John; McInnis, Rhonda",FULL,C1,
55416,PSYC 230L:14,AR,0,Online-Scheduled Delivery,PSYC 230 Lab,"McKenna, John; McInnis, Rhonda",FULL,B1,
55511,PSYC 250:11,AR,6,In-Person,Social Psychology,"Koch, Erika",FULL,Z1/Z2,MULH4032
55512,PSYC 250:12,AR,6,In-Person,Social Psychology,"Wright, Ted",FULL,W7/W8,SCHW205
51822,PSYC 260:11,AR,6,In-Person,Developmental Psychology,"MacLean, Kim; Callaghan, Tara",FULL,Z7/Z8,SNP100
46978,PSYC 260:12,AR,6,In-Person,Developmental Psychology,"Callaghan, Tara; MacLean, Kim",FULL,U7/U8,GM001
50584,PSYC 260L:11,AR,0,Online-Scheduled Delivery,PSYC 260 Lab,"Callaghan, Tara; MacLean, Kim; Overmars, Janea",FULL,B4,
50586,PSYC 260L:12,AR,0,Online-Scheduled Delivery,PSYC 260 Lab,"Callaghan, Tara; MacLean, Kim; Overmars, Janea",FULL,L5,
50587,PSYC 260L:13,AR,0,Online-Scheduled Delivery,PSYC 260 Lab,"MacLean, Kim; Callaghan, Tara; Overmars, Janea",FULL,A5,
50589,PSYC 260L:14,AR,0,Online-Scheduled Delivery,PSYC 260 Lab,"MacLean, Kim; Callaghan, Tara; Overmars, Janea",FULL,L4,
50590,PSYC 260L:15,AR,0,Online-Scheduled Delivery,PSYC 260 Lab,"MacLean, Kim; Callaghan, Tara; Overmars, Janea",FULL,A6,
53129,PSYC 260L:16,AR,0,Online-Scheduled Delivery,PSYC 260 Lab,"Callaghan, Tara; MacLean, Kim; Overmars, Janea",FULL,C4,
54051,PSYC 291:11,AR,3,In-Person,Research Methods,"Husk, Jesse",1ST,U1/U2,SCHW156
54551,PSYC 291:12,AR,3,In-Person,Research Methods,"Husk, Jesse",1ST,T3,MULH2070
54053,PSYC 291L:11,AR,0,In-Person,PSYC 291 Lab,"Husk, Jesse; Neville-MacLean, Sherry",1ST,B5,SCHW256
54054,PSYC 291L:12,AR,0,In-Person,PSYC 291 Lab,"Husk, Jesse; Neville-MacLean, Sherry",1ST,C5,SCHW256
54055,PSYC 291L:13,AR,0,In-Person,PSYC 291 Lab,"Husk, Jesse; Neville-MacLean, Sherry",1ST,K4,SCHW256
54056,PSYC 291L:14,AR,0,In-Person,PSYC 291 Lab,"Husk, Jesse; Neville-MacLean, Sherry",1ST,L4,SCHW256
54052,PSYC 292:21,AR,3,,Stats for Psych Research,"Mazerolle, Erin",2ND,U1/U2,BB237
55415,PSYC 292:22,AR,3,,Stats for Psych Research,"Mazerolle, Erin",2ND,X1/X2,MULH4030
54057,PSYC 292L:21,AR,0,,PSYC 292 Lab,"Mazerolle, Erin; Neville-MacLean, Sherry",2ND,B5,MULH4024
